,province,city,area,code_num,code_province,code_city,code_area
1295,四川省,广安市,岳池县,511621000000,510000000000,511600000000,511621000000
1296,河北省,邢台市,沙河市,130582000000,130000000000,130500000000,130582000000
1297,江苏省,南京市,鼓楼区,320106000000,320000000000,320100000000,320106000000
1298,河北省,邯郸市,涉县,130426000000,130000000000,130400000000,130426000000
1299,陕西省,宝鸡市,麟游县,610329000000,610000000000,610300000000,610329000000
1300,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,654226000000,650000000000,654200000000,654226000000
1301,湖北省,鄂州市,梁子湖区,420702000000,420000000000,420700000000,420702000000
1302,西藏自治区,山南市,加查县,540528000000,540000000000,540500000000,540528000000
1303,贵州省,毕节市,赫章县,520527000000,520000000000,520500000000,520527000000
1304,湖南省,郴州市,汝城县,431026000000,430000000000,431000000000,431026000000
1305,浙江省,宁波市,余姚市,330281000000,330000000000,330200000000,330281000000
1306,广东省,广州市,白云区,440111000000,440000000000,440100000000,440111000000
1307,广西壮族自治区,柳州市,融水苗族自治县,450225000000,450000000000,450200000000,450225000000
1308,云南省,大理白族自治州,云龙县,532929000000,530000000000,532900000000,532929000000
1309,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,150928000000,150000000000,150900000000,150928000000
1310,浙江省,金华市,义乌市,330782000000,330000000000,330700000000,330782000000
1311,广东省,梅州市,兴宁市,441481000000,440000000000,441400000000,441481000000
1312,湖北省,孝感市,云梦县,420923000000,420000000000,420900000000,420923000000
1313,四川省,达州市,万源市,511781000000,510000000000,511700000000,511781000000
1314,甘肃省,酒泉市,肃州区,620902000000,620000000000,620900000000,620902000000
1315,四川省,攀枝花市,仁和区,510411000000,510000000000,510400000000,510411000000
1316,江西省,赣州市,石城县,360735000000,360000000000,360700000000,360735000000
1317,内蒙古自治区,赤峰市,宁城县,150429000000,150000000000,150400000000,150429000000
1318,广西壮族自治区,柳州市,鹿寨县,450223000000,450000000000,450200000000,450223000000
1319,贵州省,毕节市,纳雍县,520525000000,520000000000,520500000000,520525000000
1320,河北省,唐山市,开平区,130205000000,130000000000,130200000000,130205000000
1321,湖北省,鄂州市,鄂城区,420704000000,420000000000,420700000000,420704000000
1322,福建省,漳州市,长泰县,350625000000,350000000000,350600000000,350625000000
1323,湖南省,湘潭市,韶山市,430382000000,430000000000,430300000000,430382000000
1324,云南省,楚雄彝族自治州,禄丰县,532331000000,530000000000,532300000000,532331000000
1325,黑龙江省,双鸭山市,集贤县,230521000000,230000000000,230500000000,230521000000
1326,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,211324000000,210000000000,211300000000,211324000000
1327,云南省,大理白族自治州,巍山彝族回族自治县,532927000000,530000000000,532900000000,532927000000
1328,河北省,沧州市,沧县,130921000000,130000000000,130900000000,130921000000
1329,甘肃省,武威市,古浪县,620622000000,620000000000,620600000000,620622000000
1330,辽宁省,沈阳市,新民市,210181000000,210000000000,210100000000,210181000000
1331,广西壮族自治区,钦州市,浦北县,450722000000,450000000000,450700000000,450722000000
1332,河北省,邯郸市,成安县,130424000000,130000000000,130400000000,130424000000
1333,河北省,张家口市,桥东区,130702000000,130000000000,130700000000,130702000000
1334,黑龙江省,鸡西市,鸡冠区,230302000000,230000000000,230300000000,230302000000
1335,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,150926000000,150000000000,150900000000,150926000000
1336,山西省,临汾市,洪洞县,141024000000,140000000000,141000000000,141024000000
1337,广东省,云浮市,罗定市,445381000000,440000000000,445300000000,445381000000
1338,黑龙江省,伊春市,伊春区,230702000000,230000000000,230700000000,230702000000
1339,安徽省,安庆市,望江县,340827000000,340000000000,340800000000,340827000000
1340,山西省,吕梁市,石楼县,141126000000,140000000000,141100000000,141126000000
1341,山东省,济宁市,金乡县,370828000000,370000000000,370800000000,370828000000
1342,陕西省,商洛市,柞水县,611026000000,610000000000,611000000000,611026000000
1343,四川省,巴中市,平昌县,511923000000,510000000000,511900000000,511923000000
1344,西藏自治区,日喀则市,岗巴县,540237000000,540000000000,540200000000,540237000000
1345,新疆维吾尔自治区,塔城地区,乌苏市,654202000000,650000000000,654200000000,654202000000
1346,安徽省,六安市,霍山县,341525000000,340000000000,341500000000,341525000000
1347,广西壮族自治区,防城港市,上思县,450621000000,450000000000,450600000000,450621000000
1348,湖南省,长沙市,望城区,430112000000,430000000000,430100000000,430112000000
1349,山东省,聊城市,高唐县,371526000000,370000000000,371500000000,371526000000
1350,江西省,赣州市,于都县,360731000000,360000000000,360700000000,360731000000
1351,辽宁省,大连市,瓦房店市,210281000000,210000000000,210200000000,210281000000
1352,甘肃省,陇南市,两当县,621228000000,620000000000,621200000000,621228000000
1353,山西省,晋中市,榆次区,140702000000,140000000000,140700000000,140702000000
1354,浙江省,宁波市,慈溪市,330282000000,330000000000,330200000000,330282000000
1355,河南省,驻马店市,西平县,411721000000,410000000000,411700000000,411721000000
1356,山西省,长治市,长子县,140428000000,140000000000,140400000000,140428000000
1357,黑龙江省,黑河市,嫩江县,231121000000,230000000000,231100000000,231121000000
1358,湖北省,襄阳市,谷城县,420625000000,420000000000,420600000000,420625000000
1359,新疆维吾尔自治区,克拉玛依市,乌尔禾区,650205000000,650000000000,650200000000,650205000000
1360,安徽省,安庆市,怀宁县,340822000000,340000000000,340800000000,340822000000
1361,福建省,南平市,建阳区,350703000000,350000000000,350700000000,350703000000
1362,辽宁省,丹东市,宽甸满族自治县,210624000000,210000000000,210600000000,210624000000
1363,河北省,沧州市,任丘市,130982000000,130000000000,130900000000,130982000000
1364,内蒙古自治区,乌海市,乌达区,150304000000,150000000000,150300000000,150304000000
1365,西藏自治区,拉萨市,墨竹工卡县,540127000000,540000000000,540100000000,540127000000
1366,广西壮族自治区,梧州市,龙圩区,450406000000,450000000000,450400000000,450406000000
1367,甘肃省,陇南市,宕昌县,621223000000,620000000000,621200000000,621223000000
1368,陕西省,宝鸡市,岐山县,610323000000,610000000000,610300000000,610323000000
1369,辽宁省,朝阳市,建平县,211322000000,210000000000,211300000000,211322000000
1370,福建省,三明市,宁化县,350424000000,350000000000,350400000000,350424000000
1371,青海省,果洛藏族自治州,班玛县,632622000000,630000000000,632600000000,632622000000
1372,陕西省,宝鸡市,千阳县,610328000000,610000000000,610300000000,610328000000
1373,安徽省,滁州市,明光市,341182000000,340000000000,341100000000,341182000000
1374,河南省,驻马店市,泌阳县,411726000000,410000000000,411700000000,411726000000
1375,吉林省,吉林市,永吉县,220221000000,220000000000,220200000000,220221000000
1376,山西省,长治市,襄垣县,140423000000,140000000000,140400000000,140423000000
1377,黑龙江省,哈尔滨市,道里区,230102000000,230000000000,230100000000,230102000000
1378,新疆维吾尔自治区,和田地区,策勒县,653225000000,650000000000,653200000000,653225000000
1379,辽宁省,阜新市,新邱区,210903000000,210000000000,210900000000,210903000000
1380,四川省,南充市,蓬安县,511323000000,510000000000,511300000000,511323000000
1381,四川省,成都市,金堂县,510121000000,510000000000,510100000000,510121000000
1382,江苏省,淮安市,清江浦区,320812000000,320000000000,320800000000,320812000000
1383,新疆维吾尔自治区,巴音郭楞蒙古自治州,库尔勒市,652801000000,650000000000,652800000000,652801000000
1384,四川省,达州市,达川区,511703000000,510000000000,511700000000,511703000000
1385,山西省,太原市,杏花岭区,140107000000,140000000000,140100000000,140107000000
1386,陕西省,西安市,未央区,610112000000,610000000000,610100000000,610112000000
1387,河北省,承德市,丰宁满族自治县,130826000000,130000000000,130800000000,130826000000
1388,甘肃省,天水市,张家川回族自治县,620525000000,620000000000,620500000000,620525000000
1389,四川省,广安市,广安区,511602000000,510000000000,511600000000,511602000000
1390,浙江省,温州市,瓯海区,330304000000,330000000000,330300000000,330304000000
1391,贵州省,铜仁市,碧江区,520602000000,520000000000,520600000000,520602000000
1392,安徽省,阜阳市,颍泉区,341204000000,340000000000,341200000000,341204000000
1393,广西壮族自治区,来宾市,金秀瑶族自治县,451324000000,450000000000,451300000000,451324000000
1394,广西壮族自治区,南宁市,横县,450127000000,450000000000,450100000000,450127000000
1395,浙江省,台州市,椒江区,331002000000,330000000000,331000000000,331002000000
1396,内蒙古自治区,呼伦贝尔市,满洲里市,150781000000,150000000000,150700000000,150781000000
1397,四川省,甘孜藏族自治州,新龙县,513329000000,510000000000,513300000000,513329000000
1398,贵州省,遵义市,绥阳县,520323000000,520000000000,520300000000,520323000000
1399,江苏省,连云港市,赣榆区,320707000000,320000000000,320700000000,320707000000
1400,湖北省,十堰市,郧阳区,420304000000,420000000000,420300000000,420304000000
1401,青海省,西宁市,湟中县,630122000000,630000000000,630100000000,630122000000
1402,陕西省,延安市,宝塔区,610602000000,610000000000,610600000000,610602000000
1403,广东省,韶关市,浈江区,440204000000,440000000000,440200000000,440204000000
1404,陕西省,铜川市,宜君县,610222000000,610000000000,610200000000,610222000000
1405,山西省,吕梁市,文水县,141121000000,140000000000,141100000000,141121000000
1406,陕西省,榆林市,府谷县,610822000000,610000000000,610800000000,610822000000
1407,四川省,绵阳市,北川羌族自治县,510726000000,510000000000,510700000000,510726000000
1408,黑龙江省,齐齐哈尔市,建华区,230203000000,230000000000,230200000000,230203000000
1409,辽宁省,鞍山市,铁西区,210303000000,210000000000,210300000000,210303000000
1410,江苏省,南京市,玄武区,320102000000,320000000000,320100000000,320102000000
1411,湖南省,郴州市,桂阳县,431021000000,430000000000,431000000000,431021000000
1412,山东省,聊城市,阳谷县,371521000000,370000000000,371500000000,371521000000
1413,辽宁省,营口市,盖州市,210881000000,210000000000,210800000000,210881000000
1414,河南省,漯河市,舞阳县,411121000000,410000000000,411100000000,411121000000
1415,新疆维吾尔自治区,喀什地区,泽普县,653124000000,650000000000,653100000000,653124000000
1416,安徽省,芜湖市,繁昌县,340222000000,340000000000,340200000000,340222000000
1417,广东省,江门市,蓬江区,440703000000,440000000000,440700000000,440703000000
1418,陕西省,安康市,旬阳县,610928000000,610000000000,610900000000,610928000000
1419,云南省,昭通市,水富县,530630000000,530000000000,530600000000,530630000000
1420,四川省,广安市,华蓥市,511681000000,510000000000,511600000000,511681000000
1421,甘肃省,定西市,陇西县,621122000000,620000000000,621100000000,621122000000
1422,河北省,石家庄市,栾城区,130111000000,130000000000,130100000000,130111000000
1423,辽宁省,营口市,站前区,210802000000,210000000000,210800000000,210802000000
1424,河北省,石家庄市,行唐县,130125000000,130000000000,130100000000,130125000000
1425,广东省,河源市,紫金县,441621000000,440000000000,441600000000,441621000000
1426,吉林省,四平市,双辽市,220382000000,220000000000,220300000000,220382000000
1427,安徽省,蚌埠市,固镇县,340323000000,340000000000,340300000000,340323000000
1428,河北省,保定市,莲池区,130606000000,130000000000,130600000000,130606000000
1429,四川省,绵阳市,江油市,510781000000,510000000000,510700000000,510781000000
1430,广东省,清远市,阳山县,441823000000,440000000000,441800000000,441823000000
1431,宁夏回族自治区,银川市,兴庆区,640104000000,640000000000,640100000000,640104000000
1432,贵州省,贵阳市,云岩区,520103000000,520000000000,520100000000,520103000000
1433,山东省,济宁市,梁山县,370832000000,370000000000,370800000000,370832000000
1434,河南省,新乡市,卫辉市,410781000000,410000000000,410700000000,410781000000
1435,陕西省,安康市,宁陕县,610923000000,610000000000,610900000000,610923000000
1436,甘肃省,兰州市,七里河区,620103000000,620000000000,620100000000,620103000000
1437,安徽省,亳州市,涡阳县,341621000000,340000000000,341600000000,341621000000
1438,浙江省,衢州市,衢江区,330803000000,330000000000,330800000000,330803000000
1439,内蒙古自治区,通辽市,库伦旗,150524000000,150000000000,150500000000,150524000000
1440,湖南省,常德市,石门县,430726000000,430000000000,430700000000,430726000000
1441,安徽省,淮北市,杜集区,340602000000,340000000000,340600000000,340602000000
1442,河南省,许昌市,魏都区,411002000000,410000000000,411000000000,411002000000
1443,黑龙江省,牡丹江市,林口县,231025000000,230000000000,231000000000,231025000000
1444,江苏省,盐城市,滨海县,320922000000,320000000000,320900000000,320922000000
1445,山东省,德州市,齐河县,371425000000,370000000000,371400000000,371425000000
1446,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,152525000000,150000000000,152500000000,152525000000
1447,西藏自治区,阿里地区,普兰县,542521000000,540000000000,542500000000,542521000000
1448,广东省,肇庆市,广宁县,441223000000,440000000000,441200000000,441223000000
1449,安徽省,黄山市,歙县,341021000000,340000000000,341000000000,341021000000
1450,新疆维吾尔自治区,乌鲁木齐市,新市区,650104000000,650000000000,650100000000,650104000000
1451,福建省,宁德市,屏南县,350923000000,350000000000,350900000000,350923000000
1452,江西省,赣州市,信丰县,360722000000,360000000000,360700000000,360722000000
1453,新疆维吾尔自治区,昌吉回族自治州,阜康市,652302000000,650000000000,652300000000,652302000000
1454,四川省,凉山彝族自治州,会理县,513425000000,510000000000,513400000000,513425000000
1455,青海省,海北藏族自治州,刚察县,632224000000,630000000000,632200000000,632224000000
1456,江苏省,泰州市,靖江市,321282000000,320000000000,321200000000,321282000000
1457,山东省,青岛市,城阳区,370214000000,370000000000,370200000000,370214000000
1458,四川省,眉山市,丹棱县,511424000000,510000000000,511400000000,511424000000
1459,陕西省,西安市,碑林区,610103000000,610000000000,610100000000,610103000000
1460,广东省,湛江市,坡头区,440804000000,440000000000,440800000000,440804000000
1461,辽宁省,大连市,中山区,210202000000,210000000000,210200000000,210202000000
1462,山东省,济南市,槐荫区,370104000000,370000000000,370100000000,370104000000
1463,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,150726000000,150000000000,150700000000,150726000000
1464,黑龙江省,大庆市,大同区,230606000000,230000000000,230600000000,230606000000
1465,云南省,德宏傣族景颇族自治州,盈江县,533123000000,530000000000,533100000000,533123000000
1466,浙江省,台州市,温岭市,331081000000,330000000000,331000000000,331081000000
1467,宁夏回族自治区,中卫市,沙坡头区,640502000000,640000000000,640500000000,640502000000
1468,河北省,邯郸市,复兴区,130404000000,130000000000,130400000000,130404000000
1469,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,532530000000,530000000000,532500000000,532530000000
1470,广西壮族自治区,贵港市,覃塘区,450804000000,450000000000,450800000000,450804000000
1471,新疆维吾尔自治区,乌鲁木齐市,米东区,650109000000,650000000000,650100000000,650109000000
1472,西藏自治区,阿里地区,改则县,542526000000,540000000000,542500000000,542526000000
1473,陕西省,咸阳市,乾县,610424000000,610000000000,610400000000,610424000000
1474,吉林省,白城市,镇赉县,220821000000,220000000000,220800000000,220821000000
1475,四川省,甘孜藏族自治州,九龙县,513324000000,510000000000,513300000000,513324000000
1476,西藏自治区,拉萨市,当雄县,540122000000,540000000000,540100000000,540122000000
1477,湖北省,宜昌市,夷陵区,420506000000,420000000000,420500000000,420506000000
1478,安徽省,合肥市,庐阳区,340103000000,340000000000,340100000000,340103000000
1479,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,230208000000,230000000000,230200000000,230208000000
1480,湖北省,咸宁市,通城县,421222000000,420000000000,421200000000,421222000000
1481,云南省,楚雄彝族自治州,楚雄市,532301000000,530000000000,532300000000,532301000000
1482,黑龙江省,伊春市,乌马河区,230711000000,230000000000,230700000000,230711000000
1483,山东省,东营市,东营区,370502000000,370000000000,370500000000,370502000000
1484,山东省,烟台市,牟平区,370612000000,370000000000,370600000000,370612000000
1485,福建省,三明市,泰宁县,350429000000,350000000000,350400000000,350429000000
1486,福建省,漳州市,芗城区,350602000000,350000000000,350600000000,350602000000
1487,广东省,汕尾市,城区,441502000000,440000000000,441500000000,441502000000
1488,四川省,资阳市,安岳县,512021000000,510000000000,512000000000,512021000000
1489,贵州省,黔南布依族苗族自治州,平塘县,522727000000,520000000000,522700000000,522727000000
1490,贵州省,六盘水市,盘县,520222000000,520000000000,520200000000,520222000000
1491,宁夏回族自治区,吴忠市,同心县,640324000000,640000000000,640300000000,640324000000
1492,贵州省,贵阳市,乌当区,520112000000,520000000000,520100000000,520112000000
1493,广东省,深圳市,南山区,440305000000,440000000000,440300000000,440305000000
1494,黑龙江省,伊春市,新青区,230707000000,230000000000,230700000000,230707000000
1495,河南省,郑州市,巩义市,410181000000,410000000000,410100000000,410181000000
1496,四川省,凉山彝族自治州,越西县,513434000000,510000000000,513400000000,513434000000
1497,河南省,周口市,川汇区,411602000000,410000000000,411600000000,411602000000
1498,陕西省,商洛市,洛南县,611021000000,610000000000,611000000000,611021000000
1499,吉林省,长春市,南关区,220102000000,220000000000,220100000000,220102000000
1500,黑龙江省,哈尔滨市,呼兰区,230111000000,230000000000,230100000000,230111000000
1501,四川省,宜宾市,高县,511525000000,510000000000,511500000000,511525000000
1502,河北省,衡水市,桃城区,131102000000,130000000000,131100000000,131102000000
1503,青海省,玉树藏族自治州,称多县,632723000000,630000000000,632700000000,632723000000
1504,云南省,文山壮族苗族自治州,广南县,532627000000,530000000000,532600000000,532627000000
1505,广西壮族自治区,桂林市,七星区,450305000000,450000000000,450300000000,450305000000
1506,西藏自治区,日喀则市,仲巴县,540232000000,540000000000,540200000000,540232000000
1507,山西省,太原市,古交市,140181000000,140000000000,140100000000,140181000000
1508,吉林省,四平市,梨树县,220322000000,220000000000,220300000000,220322000000
1509,四川省,成都市,龙泉驿区,510112000000,510000000000,510100000000,510112000000
1510,湖南省,衡阳市,珠晖区,430405000000,430000000000,430400000000,430405000000
1511,甘肃省,酒泉市,肃北蒙古族自治县,620923000000,620000000000,620900000000,620923000000
1512,河南省,南阳市,西峡县,411323000000,410000000000,411300000000,411323000000
1513,湖北省,荆州市,沙市区,421002000000,420000000000,421000000000,421002000000
1514,江苏省,淮安市,淮安区,320803000000,320000000000,320800000000,320803000000
1515,贵州省,遵义市,湄潭县,520328000000,520000000000,520300000000,520328000000
1516,福建省,福州市,台江区,350103000000,350000000000,350100000000,350103000000
1517,浙江省,宁波市,海曙区,330203000000,330000000000,330200000000,330203000000
1518,山东省,济南市,长清区,370113000000,370000000000,370100000000,370113000000
1519,内蒙古自治区,鄂尔多斯市,杭锦旗,150625000000,150000000000,150600000000,150625000000
1520,福建省,厦门市,翔安区,350213000000,350000000000,350200000000,350213000000
1521,河北省,张家口市,尚义县,130725000000,130000000000,130700000000,130725000000
1522,广西壮族自治区,河池市,都安瑶族自治县,451228000000,450000000000,451200000000,451228000000
1523,西藏自治区,日喀则市,白朗县,540228000000,540000000000,540200000000,540228000000
1524,陕西省,铜川市,耀州区,610204000000,610000000000,610200000000,610204000000
1525,河南省,焦作市,修武县,410821000000,410000000000,410800000000,410821000000
1526,吉林省,吉林市,蛟河市,220281000000,220000000000,220200000000,220281000000
1527,云南省,文山壮族苗族自治州,砚山县,532622000000,530000000000,532600000000,532622000000
1528,安徽省,滁州市,来安县,341122000000,340000000000,341100000000,341122000000
1529,云南省,昭通市,鲁甸县,530621000000,530000000000,530600000000,530621000000
1530,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县,653023000000,650000000000,653000000000,653023000000
1531,辽宁省,朝阳市,凌源市,211382000000,210000000000,211300000000,211382000000
1532,山东省,济宁市,邹城市,370883000000,370000000000,370800000000,370883000000
1533,甘肃省,庆阳市,宁县,621026000000,620000000000,621000000000,621026000000
1534,江西省,鹰潭市,贵溪市,360681000000,360000000000,360600000000,360681000000
1535,甘肃省,甘南藏族自治州,夏河县,623027000000,620000000000,623000000000,623027000000
1536,黑龙江省,黑河市,北安市,231181000000,230000000000,231100000000,231181000000
1537,山东省,烟台市,海阳市,370687000000,370000000000,370600000000,370687000000
1538,江苏省,南京市,六合区,320116000000,320000000000,320100000000,320116000000
1539,湖南省,湘西土家族苗族自治州,凤凰县,433123000000,430000000000,433100000000,433123000000
1540,山东省,德州市,德城区,371402000000,370000000000,371400000000,371402000000
1541,山西省,晋中市,介休市,140781000000,140000000000,140700000000,140781000000
1542,河南省,新乡市,牧野区,410711000000,410000000000,410700000000,410711000000
1543,山西省,忻州市,保德县,140931000000,140000000000,140900000000,140931000000
1544,江西省,新余市,渝水区,360502000000,360000000000,360500000000,360502000000
1545,新疆维吾尔自治区,阿勒泰地区,吉木乃县,654326000000,650000000000,654300000000,654326000000
1546,云南省,楚雄彝族自治州,武定县,532329000000,530000000000,532300000000,532329000000
1547,湖北省,荆门市,沙洋县,420822000000,420000000000,420800000000,420822000000
1548,内蒙古自治区,锡林郭勒盟,锡林浩特市,152502000000,150000000000,152500000000,152502000000
1549,黑龙江省,牡丹江市,东安区,231002000000,230000000000,231000000000,231002000000
1550,广东省,佛山市,三水区,440607000000,440000000000,440600000000,440607000000
1551,贵州省,贵阳市,开阳县,520121000000,520000000000,520100000000,520121000000
1552,吉林省,松原市,宁江区,220702000000,220000000000,220700000000,220702000000
1553,黑龙江省,佳木斯市,桦川县,230826000000,230000000000,230800000000,230826000000
1554,黑龙江省,伊春市,上甘岭区,230716000000,230000000000,230700000000,230716000000
1555,河北省,石家庄市,长安区,130102000000,130000000000,130100000000,130102000000
1556,广东省,汕尾市,陆丰市,441581000000,440000000000,441500000000,441581000000
1557,甘肃省,甘南藏族自治州,卓尼县,623022000000,620000000000,623000000000,623022000000
1558,云南省,昆明市,西山区,530112000000,530000000000,530100000000,530112000000
1559,陕西省,榆林市,子洲县,610831000000,610000000000,610800000000,610831000000
1560,内蒙古自治区,兴安盟,扎赉特旗,152223000000,150000000000,152200000000,152223000000
1561,山东省,烟台市,莱阳市,370682000000,370000000000,370600000000,370682000000
1562,新疆维吾尔自治区,阿勒泰地区,布尔津县,654321000000,650000000000,654300000000,654321000000
1563,河北省,唐山市,遵化市,130281000000,130000000000,130200000000,130281000000
1564,山东省,聊城市,临清市,371581000000,370000000000,371500000000,371581000000
1565,辽宁省,抚顺市,新宾满族自治县,210422000000,210000000000,210400000000,210422000000
1566,江苏省,宿迁市,泗阳县,321323000000,320000000000,321300000000,321323000000
1567,江苏省,南京市,浦口区,320111000000,320000000000,320100000000,320111000000
1568,湖南省,永州市,东安县,431122000000,430000000000,431100000000,431122000000
1569,云南省,大理白族自治州,大理市,532901000000,530000000000,532900000000,532901000000
1570,福建省,莆田市,秀屿区,350305000000,350000000000,350300000000,350305000000
1571,陕西省,延安市,宜川县,610630000000,610000000000,610600000000,610630000000
1572,广东省,韶关市,乳源瑶族自治县,440232000000,440000000000,440200000000,440232000000
1573,湖北省,黄冈市,团风县,421121000000,420000000000,421100000000,421121000000
1574,湖南省,永州市,蓝山县,431127000000,430000000000,431100000000,431127000000
1575,贵州省,铜仁市,印江土家族苗族自治县,520625000000,520000000000,520600000000,520625000000
1576,湖北省,襄阳市,襄州区,420607000000,420000000000,420600000000,420607000000
1577,湖南省,长沙市,长沙县,430121000000,430000000000,430100000000,430121000000
1578,贵州省,黔东南苗族侗族自治州,丹寨县,522636000000,520000000000,522600000000,522636000000
1579,广东省,云浮市,云城区,445302000000,440000000000,445300000000,445302000000
1580,江西省,上饶市,余干县,361127000000,360000000000,361100000000,361127000000
1581,西藏自治区,山南市,乃东区,540502000000,540000000000,540500000000,540502000000
1582,西藏自治区,那曲地区,尼玛县,542430000000,540000000000,542400000000,542430000000
1583,河南省,洛阳市,宜阳县,410327000000,410000000000,410300000000,410327000000
1584,河南省,南阳市,唐河县,411328000000,410000000000,411300000000,411328000000
1585,贵州省,安顺市,关岭布依族苗族自治县,520424000000,520000000000,520400000000,520424000000
1586,河北省,衡水市,枣强县,131121000000,130000000000,131100000000,131121000000
1587,河南省,洛阳市,瀍河回族区,410304000000,410000000000,410300000000,410304000000
1588,青海省,海东市,互助土族自治县,630223000000,630000000000,630200000000,630223000000
1589,河北省,石家庄市,井陉矿区,130107000000,130000000000,130100000000,130107000000
1590,浙江省,丽水市,青田县,331121000000,330000000000,331100000000,331121000000
1591,广西壮族自治区,河池市,凤山县,451223000000,450000000000,451200000000,451223000000
1592,山西省,临汾市,汾西县,141034000000,140000000000,141000000000,141034000000
1593,西藏自治区,日喀则市,定日县,540223000000,540000000000,540200000000,540223000000
1594,山东省,威海市,荣成市,371082000000,370000000000,371000000000,371082000000
1595,内蒙古自治区,呼和浩特市,土默特左旗,150121000000,150000000000,150100000000,150121000000
1596,辽宁省,沈阳市,铁西区,210106000000,210000000000,210100000000,210106000000
1597,陕西省,咸阳市,旬邑县,610429000000,610000000000,610400000000,610429000000
1598,山西省,运城市,绛县,140826000000,140000000000,140800000000,140826000000
1599,山东省,临沂市,兰陵县,371324000000,370000000000,371300000000,371324000000
1600,云南省,昭通市,绥江县,530626000000,530000000000,530600000000,530626000000
1601,河北省,邢台市,内丘县,130523000000,130000000000,130500000000,130523000000
1602,河北省,秦皇岛市,山海关区,130303000000,130000000000,130300000000,130303000000
1603,广西壮族自治区,百色市,隆林各族自治县,451031000000,450000000000,451000000000,451031000000
1604,甘肃省,临夏回族自治州,广河县,622924000000,620000000000,622900000000,622924000000
1605,甘肃省,临夏回族自治州,临夏市,622901000000,620000000000,622900000000,622901000000
1606,新疆维吾尔自治区,喀什地区,喀什市,653101000000,650000000000,653100000000,653101000000
1607,山西省,晋城市,陵川县,140524000000,140000000000,140500000000,140524000000
1608,广东省,汕头市,金平区,440511000000,440000000000,440500000000,440511000000
1609,云南省,昆明市,嵩明县,530127000000,530000000000,530100000000,530127000000
1610,黑龙江省,伊春市,铁力市,230781000000,230000000000,230700000000,230781000000
1611,山东省,滨州市,沾化区,371603000000,370000000000,371600000000,371603000000
1612,安徽省,蚌埠市,禹会区,340304000000,340000000000,340300000000,340304000000
1613,四川省,广元市,朝天区,510812000000,510000000000,510800000000,510812000000
1614,河南省,三门峡市,灵宝市,411282000000,410000000000,411200000000,411282000000
1615,江西省,赣州市,龙南县,360727000000,360000000000,360700000000,360727000000
1616,广西壮族自治区,南宁市,青秀区,450103000000,450000000000,450100000000,450103000000
1617,黑龙江省,哈尔滨市,巴彦县,230126000000,230000000000,230100000000,230126000000
1618,辽宁省,铁岭市,铁岭县,211221000000,210000000000,211200000000,211221000000
1619,广东省,茂名市,信宜市,440983000000,440000000000,440900000000,440983000000
1620,河北省,承德市,双桥区,130802000000,130000000000,130800000000,130802000000
1621,河南省,开封市,祥符区,410212000000,410000000000,410200000000,410212000000
1622,河北省,邢台市,宁晋县,130528000000,130000000000,130500000000,130528000000
1623,四川省,阿坝藏族羌族自治州,若尔盖县,513232000000,510000000000,513200000000,513232000000
1624,福建省,泉州市,永春县,350525000000,350000000000,350500000000,350525000000
1625,河南省,许昌市,禹州市,411081000000,410000000000,411000000000,411081000000
1626,湖北省,十堰市,竹山县,420323000000,420000000000,420300000000,420323000000
1627,福建省,福州市,长乐市,350182000000,350000000000,350100000000,350182000000
1628,黑龙江省,绥化市,兰西县,231222000000,230000000000,231200000000,231222000000
1629,河北省,保定市,易县,130633000000,130000000000,130600000000,130633000000
1630,浙江省,金华市,浦江县,330726000000,330000000000,330700000000,330726000000
1631,甘肃省,张掖市,民乐县,620722000000,620000000000,620700000000,620722000000
1632,江苏省,淮安市,盱眙县,320830000000,320000000000,320800000000,320830000000
1633,广东省,肇庆市,高要区,441204000000,440000000000,441200000000,441204000000
1634,湖北省,武汉市,青山区,420107000000,420000000000,420100000000,420107000000
1635,黑龙江省,鹤岗市,兴安区,230405000000,230000000000,230400000000,230405000000
1636,四川省,凉山彝族自治州,西昌市,513401000000,510000000000,513400000000,513401000000
1637,广西壮族自治区,桂林市,全州县,450324000000,450000000000,450300000000,450324000000
1638,河北省,保定市,曲阳县,130634000000,130000000000,130600000000,130634000000
1639,辽宁省,抚顺市,望花区,210404000000,210000000000,210400000000,210404000000
1640,广东省,阳江市,阳东区,441704000000,440000000000,441700000000,441704000000
1641,河南省,郑州市,中原区,410102000000,410000000000,410100000000,410102000000
1642,湖北省,襄阳市,襄城区,420602000000,420000000000,420600000000,420602000000
1643,江苏省,徐州市,邳州市,320382000000,320000000000,320300000000,320382000000
1644,山东省,滨州市,阳信县,371622000000,370000000000,371600000000,371622000000
1645,河北省,承德市,承德县,130821000000,130000000000,130800000000,130821000000
